dataset_legivel,documento,topico,total,n_nf,n_txt,sim_std,sim_mean,silver,silver_is_nf,flag_empate,flag_divergencia,flag_baixa_sim,flag_silver_unico,n_flags,resp_Claude_Sonnet_45_Com,resp_GPT-51_Com_raciocini,resp_Grok_41_Com_raciocin,resp_Sonar,gabarito_humano,silver_correto,notas
topics,AALM_2_Escritura-Escritura_20240908_000.pdf,COVENANTS_FINANCEIROS,4,2,2,0.5773502691896257,0.5,Não encontrado,True,True,True,True,False,3,"Item xxxv (Índice Financeiro Inicial - Aura Minerals):
Até o vencimento das obrigações decorrentes da Primeira Emisão da Emissora e/ou a sua integral quitação, o que ocorrer primeiro, com a consequente verificação da implementação da Condição Resolutiva, não observância, pela Aura Minerals, do índice financeiro abaixo, a ser apurado pela Aura Minerals, trimestralmente, de acordo com os princípios contábeis geralmente aceitos no Brasil e acompanhados pelo Agente Fiduciário no prazo de até 15 (quinze) Dias Úteis contados da data de recebimento, pelo Agente Fiduciário, das informações, tendo por base os Financial Statements da Aura Minerals, reportados trimestralmente, em Dólares dos Estados Unidos da América, a partir, inclusive, das Demonstraes Financeiras Consolidadas da Aura Minerals relativas ao exercício social findo em 31 de setembro de 2024:
a) Índice financeiro decorrente do quociente da diviso da Dívida Líquida pelo EBITDA da Aura Minerals, que deverá ser igual ou inferior a 2,75x.

Item xxxvi (Índice Financeiro Posterior - Emissora):
Após o vencimento das obrigações decorrentes da Primeira Emisão da Emissora e/ou a sua integral quitação, o que ocorrer primeiro, com a consequente verificação da implementação da Condição Resolutiva, não observância, pela Emissora, do índice financeiro abaixo, a ser apurado pela Emissora, trimestralmente, de acordo com os princípios contábeis geralmente aceitos no Brasil e acompanhados pelo Agente Fiduciário no prazo de até 5 (cinco) Dias Úteis contados da data de recebimento, pelo Agente Fiduciário, das informações, com base nas informações trimestrais e demonstrações financeiras disponíveis da Emissora, considerando o período de 12 (doze) meses anteriores:

Encerramento dos Exercícios e Trimestres Sociais (considerando-se sempre o perodo de 12 meses anteriores) | Dívida Líquida/EBITDA
- Até 31 de dezembro de 2026: Menor ou igual a 2,00x
- A partir de 31 de março de 2027 até a Data de Vencimento de Debêntures: Menor ou igual a 1,50x

Definições:
EBITDA: corresponde ao somatório acumulado dos últimos doze meses, até a data de encerramento do respectivo período, em base consolidada da Emissora, do lucro líquido do período antes de deduzidos (i) das despesas de imposto sobre a renda corrente e imposto sobre a renda diferido, (ii) das despesas de depreciaço e amortização, (iii) das despesas financeiras deduzidas das receitas financeiras, (iv) de outras receitas/despesas líquidas e do resultado não operacional.

Dívida Líquida: conforme definido nas Demonstrações Financeiras.","“xxxvi após o vencimento das obrigações decorrentes da Primeira Emissão da Emissora e/ou a sua integral quitação, o que ocorrer primeiro, com a consequente verificação da implementação da Condição Resolutiva, não observância, pela Emissora, do índice financeiro abaixo, a ser apurado pela Emissora, trimestralmente, de acordo com os princípios contábeis geralmente aceitos no Brasil e acompanhados pelo Agente Fiduciário no prazo de até 5 (cinco) Dias úteis contados da data de recebimento, pelo Agente Fiduciário, das informações a que se refere a Cláusula 7.1.1, i abaixo, com base nas informações trimestrais e demonstrações financeiras disponíveis da Emissora, considerando o período de 12 (doze) meses anteriores Índice Financeiro Posterior e, em conjunto com o Índice Financeiro Inicial, os Índices Financeiros
Encerramento dos Exercícios e Trimestres Sociais considerando-se sempre o período de 12 (doze) meses anteriores a tal data Dívida Líquida/EBITDA Até 31 de dezembro de 2026 Menor ou igual a 2,00x A partir de 31 de março de 2027 até a Data de Vencimento de Debêntures Menor ou igual a 1,50x
Para fins da presente Escritura de Emissão, Dívida Líquida e EBITDA terão os seguintes significados
EBITDA corresponde ao somatório acumulado dos últimos doze meses, até a data de encerramento do respectivo período, em base consolidada da Emissora, do lucro líquido do período antes de deduzidos i das despesas de imposto sobre a renda corrente e imposto sobre a renda diferido, ii das despesas de depreciação e amortização, ii das despesas financeiras deduzidas das receitas financeiras, iv de outras receitas despesas líquidas e do resultado não operacional, aqui computados os efeitos provenientes de alienação ou impairment de ativos não circulantes e instrumentos patrimoniais.
Dívida Líquida significa o somatório das dívidas consolidadas de empréstimos e financiamentos, reduzido pelo montante de caixa e equivalentes. Passivos referentes a arrendamentos operacionais não deverão ser considerados para fins de cálculo.”

“6.10. ... desde que, após a realização de qualquer Redução de Capital Previamente Aprovada conforme definida abaixo, i o capital social da Emissora, seja de, no mínimo, R$100.000.000,00 cem milhões de reais e ii no haja descumprimento do Índice Financeiro Posterior, ...”",Não encontrado,Não encontrado,,,
topics,ADPA_1_Escritura-Escritura_20250613_000.pdf,COVENANTS_FINANCEIROS,4,2,2,0.5773502691896257,0.5,Não encontrado,True,True,True,True,False,3,Não encontrado,índices financeiros gerais,Não encontrado,índices financeiros gerais,,,
topics,PCHS_20_Escritura-Escritura_20250904_000.pdf,DATA_DE_EMISSAO,4,2,2,0.5773502691896257,0.5,04 de setembro de 2025,False,True,True,True,False,3,04 de setembro de 2025,04 de setembro de 2025,Não encontrado,Não encontrado,,,
topics,VECS_1_Escritura-Escritura_20220705_000.pdf,COVENANTS_FINANCEIROS,4,2,2,0.5773502691896257,0.5,Não encontrado,True,True,True,True,False,3,"A Emissora deverá manter a Razão de Subordinação em patamares mínimos, conforme segue:

1. RAZÃO DE SUBORDINAÇÃO (Cláusula 6.1.vii e 6.2.xvi):

Definição: Razão de Subordinação = Patrimônio Líquido / (Quantidade de Debêntures Série Sênior × Valor Nominal Unitário das Debêntures Série Sênior + Remuneração devida)

Onde Patrimônio Líquido = soma algébrica de: Valor Presente dos Direitos Creditórios Cedidos + valores depositados na Conta Autorizada + valores na Conta Vinculada + Investimentos Permitidos + Remuneração de Ajuste de Carteira + Remuneração pela Reserva de Disponibilidade de Recursos devidos e não pagos.

Limites obrigatórios:
- Razão de Subordinação não poderá ficar abaixo de 101,52% por 15 dias consecutivos ou 20 dias alternados (Evento de Vencimento Antecipado Automático)
- Razão de Subordinação entre 101,52% e 103,09% por 15 dias consecutivos ou 20 dias alternados configura Evento de Vencimento Antecipado Não Automático (sujeito a deliberação)

2. RESERVA DE CAIXA (Cláusula 4.4.2.vi):
A Emissora deverá constituir Reserva de Caixa equivalente à projeção estimada de pagamento de Amortização Ordinária e Remuneração das Debêntures. Composição obrigatória até o 2º Dia Útil anterior a cada data de pagamento.

3. RESERVA DE DESPESAS E ENCARGOS (Cláusula 4.4.2.v):
Reserva equivalente à soma das Despesas a serem pagas nos 3 meses subsequentes. Recomposição imediata sempre que o saldo for inferior ao valor da reserva exigido.

4. ALOCAÇÃO MÍNIMA (Cláusula 3.7.1):
Decorridos 90 dias da Primeira Data de Integralização, no mínimo 50% dos Recursos da Integralização deverão estar alocados em Direitos Creditórios.","vii caso a Razo de Subordinao fique abaixo do percentual de 101,52 cento e um inteiros e cinquenta e dois centsimos por cento por 15 quinze dias consecutivos ou 20 vinte dias alternados Razo Mnima de Subordinao.

Para os fins desta Escritura Razo de Subordinao significa o produto resultante da diviso entre o Patrimnio Lquido conforme abaixo definido e a Quantidade de Debntures Srie Snior emitidas multiplicado pelo Valor Nominal Unitrio das Debntures Srie Snior, acrescido pela respectiva Remunerao devida desde a Primeira Data de Integralizao ou Data de Pagamento da Remunerao das Debntures da Srie Snior imediatamente anterior, conforme o caso.

Patrimnio Lquido significa a soma algbrica, em determinada data de apurao, do Valor Presente dos Direitos Creditrios Cedidos, dos valores depositados na Conta Autorizada e na Conta Vinculada, Investimentos Permitidos, a Remunerao de Ajuste de Carteira e Remunerao pela Reserva de Disponibilidade de Recursos devidos e no pagos.

xvi caso a Razo de Subordinao fique, por 15 quinze dias consecutivos ou 20 vinte dias alternados abaixo do percentual de 103,09 cento e trs inteiros e nove centsimos por cento, porm acima do percentual de 101,52 cento e um inteiros e cinquenta e dois centsimos por cento",Não encontrado,Não encontrado,,,
topics,VTRU16_Escritura-Escritura_20251020_000.pdf,DATA_DE_EMISSAO,4,2,2,0.5773502691896257,0.5,20 de outubro de 2025,False,True,True,True,False,3,20 de outubro de 2025,20 de outubro de 2025,Não encontrado,Não encontrado,,,
topics,VVEO_6_Escritura-Escritura_20221019_000.pdf,COVENANTS_FINANCEIROS,4,2,2,0.5773502691896257,0.5,Não encontrado,True,True,True,True,False,3,"A Emissora deverá observar, até o vencimento das Debêntures, o índice obtido pela divisão da Dívida Líquida Financeira pelo EBITDA menor ou igual a 3,5 vezes (Índice Financeiro), o qual será apurado semestralmente pela Emissora com base nas informações trimestrais mais recentes da Emissora, revisadas pelos auditores e consolidadas da Emissora e nas demonstrações financeiras anuais auditadas e consolidadas da Emissora. A primeira apuração do Índice Financeiro será realizada com base nas informações financeiras de 31 de dezembro de 2022.

Definições:

Dívida Financeira Líquida: resultado de (dívidas com instituições financeiras + títulos e valores mobiliários representativos de dívida + tributos parcelados + mútuos a pagar, exceto para Sociedades do Grupo Econômico + leasings - saldo líquido de operações de derivativos - disponibilidades de caixa, títulos públicos, aplicações financeiras e equivalentes).

EBITDA: com relação a determinado período, o resultado da seguinte fórmula: Lucro/Prejuízo Líquido - Despesa/Receita Financeira Líquida (exceto as contas de juros em operações ativas com clientes, descontos concedidos a clientes e descontos recebidos de fornecedores) + Provisão para IRPJ e CSLL + Depreciações, Amortizações e Exaustões + custos e despesas decorrentes da Aquisição ou da Oferta + despesas com indenizações de qualquer natureza que estejam cobertas por direito contratual de indenização + despesas com planos de remuneração baseada em ação sem efeito caixa + despesas em operações de aquisição (incluindo mediante operações societárias, incorridas com assessores legais e financeiras, auditores, empresas de consultoria inclusive para identificação e implementação de sinergias e comissões) - Perdas/Lucros resultantes de Equivalência Patrimonial ou Dividendos e Outros Proventos Recebidos - Perdas/Ganhos contábeis na avaliação de ativos, desde que sem efeito caixa.","Dívida Líquida Financeira / EBITDA menor ou igual a 3,5 (três inteiros e cinco décimos) vezes, com apuração semestral (primeira apuração com base nas informações financeiras de 31 de dezembro de 2022).",Não encontrado,Não encontrado,,,
topics,VVEO_7_Escritura-Escritura_20250430_000.pdf,DATA_DE_EMISSAO,4,2,2,0.5773502691896257,0.5,Não encontrado,True,True,True,True,False,3,30 de abril de 2024,Não encontrado,Não encontrado,30 de abril de 2024,,,
topics,VVEO_7_Escritura-Escritura_20250430_000.pdf,PRAZO_DE_VENCIMENTO,4,2,2,0.5773502691896257,0.5,Não encontrado,True,True,True,True,False,3,"48 (quarenta e oito) meses contados da Data de Emissão, vencendo em 08.05.2028",Não encontrado,Não encontrado,28022029,,,
topics,ZMPT_1_Escritura_20180611_000.pdf,CNPJ_DO_EMISSOR,4,2,2,0.5773502691896257,0.5,Não encontrado,True,True,True,True,False,3,47.239.287/0001-70,Não encontrado,Não encontrado,39.435.090/0001-89,,,
topics,ZMPT_1_Escritura_20180611_000.pdf,DATA_DE_EMISSAO,4,2,2,0.5773502691896257,0.5,Não encontrado,True,True,True,True,False,3,11 de junho de 2018,Não encontrado,Não encontrado,11 de junho de 2018,,,
topics,ZMPT_1_Escritura_20180611_000.pdf,DESTINACAO_DOS_RECURSOS,4,2,2,0.5773502691896257,0.5,Não encontrado,True,True,True,True,False,3,"a totalidade dos Recursos Líquidos captados pela Emissora por meio da Emissão serão alocados no pagamento futuro ou reembolso, conforme aplicável, de gastos, despesas ou dívidas relacionados ao Projeto",Não encontrado,Não encontrado,refinanciamento de passivos,,,
topics,ZMPT_1_Escritura_20180611_000.pdf,NUMERO_DA_EMISSAO,4,2,2,0.5773502691896257,0.5,Não encontrado,True,True,True,True,False,3,1ª emissão,Não encontrado,Não encontrado,1ª emissão,,,
topics,ZMPT_1_Escritura_20180611_000.pdf,PRAZO_DE_VENCIMENTO,4,2,2,0.5773502691896257,0.5,Não encontrado,True,True,True,True,False,3,18 de junho de 2029,Não encontrado,Não encontrado,25 de dezembro de 2037,,,
topics,ZMPT_1_Escritura_20180611_000.pdf,PUBLICO_ALVO,4,2,2,0.5773502691896257,0.5,Não encontrado,True,True,True,True,False,3,investidores profissionais,Não encontrado,Não encontrado,investidores profissionais,,,
topics,ZMPT_1_Escritura_20180611_000.pdf,REGIME_DE_COLOCACAO,4,2,2,0.5773502691896257,0.5,Não encontrado,True,True,True,True,False,3,garantia firme,Não encontrado,Não encontrado,esforços restritos,,,
zeroshoot,AALM_2_Escritura-Escritura_20240908_000.pdf,COVENANTS_FINANCEIROS,4,2,2,0.5773502691896257,0.5,Não encontrado,True,True,True,True,False,3,"Índice Financeiro: Dívida Líquida / EBITDA Ajustado inferior ou igual a 2,50 (duas inteiras e cinquenta centésimos) vezes, acompanhado trimestralmente a partir do exercício social encerrado em 31 de dezembro de 2025",Não encontrado,"Índices financeiros como Dívida Líquida/EBITDA ≤2,00x até 31/12/2026 e ≤1,50x a partir de 31/03/2027; proibições de alienações acima de limites, reduções de capital sem aprovação, etc. (Cláusulas VI e VII)",Não encontrado,,,
zeroshoot,ADGE_3_Escritura-Escritura_20230427_000.pdf,COVENANTS_FINANCEIROS,4,2,2,0.5773502691896257,0.5,Não encontrado,True,True,True,True,False,3,"Não foram identificados covenants financeiros tradicionais (índices ou ratios financeiros). A escritura estabelece obrigações de fazer e não fazer, incluindo: (i) fornecimento de demonstrações financeiras anuais auditadas em até 90 dias; (ii) manutenção de licenças e autorizações válidas; (iii) cumprimento de leis ambientais, trabalhistas e anticorrupção; (iv) vedações de mudança de controle sem aprovação; (v) restrições de alienação de ativos superiores a 15% do ativo total; (vi) limitação de endividamento e protestos a 3% do patrimônio líquido; (vii) obrigação de destinação dos recursos conforme previsto; (viii) manutenção do objeto social; (ix) vedação de dividendos em mora; (x) obrigação de manter garantia corporativa válida",Não encontrado,Não encontrado,"Cláusula 6.1 - Eventos de Inadimplemento incluindo inadimplência pecuniária, suspensão de pagamentos, falência, recuperação judicial, mudança de controle sem aprovação, descumprimento de decisões judiciais acima de 3% do patrimônio líquido, etc.",,,
zeroshoot,ADPA_1_Escritura-Escritura_20250613_000.pdf,CNPJ_DO_EMISSOR,4,2,2,0.5773502691896257,0.5,61.067.901/0001-95,False,True,True,True,False,3,61.067.901/0001-95,61.067.901/0001-95,Não encontrado,Não encontrado,,,
zeroshoot,ADPA_1_Escritura-Escritura_20250613_000.pdf,COVENANTS_FINANCEIROS,4,2,2,0.5773502691896257,0.5,Não encontrado,True,True,True,True,False,3,"Índice Financeiro: Dívida Financeira Líquida / EBITDA menor ou igual a 4,00x (quatro inteiros). Este índice será auferido semestralmente pela AEGEA (Fiadora), acompanhado pelo Agente Fiduciário, com base nos últimos 12 (doze) meses, a partir das demonstrações financeiras e/ou informações financeiras semestrais consolidadas da AEGEA, sendo que a primeira verificação deverá ocorrer com base nas demonstrações financeiras de 31 de dezembro de 2025. O descumprimento deste índice constitui Evento de Vencimento Antecipado Não Automático",Não encontrado,"Índice Financeiro: Dívida Financeira Líquida / EBITDA menor ou igual a 4,00x (calculado semestralmente com base nas demonstrações financeiras consolidadas da AEGEA); diversos covenants negativos incluindo limitação de endividamento, alienação de ativos, constituição de ônus, distribuição de dividendos e eventos de default por descumprimento financeiro.",Não encontrado,,,
zeroshoot,AEAM_1_Escritura-Escritura_20210913_000.pdf,COVENANTS_FINANCEIROS,4,2,2,0.5773502691896257,0.5,Não encontrado,True,True,True,True,False,3,"Eventos de Vencimento Antecipado incluem: (i) inadimplemento de obrigações pecuniárias não sanado em 3 Dias Úteis; (ii) liquidação, dissolução, falência da Emissora/Garantidor; (iii) invalidade da Escritura; (iv) transformação societária; (v) questionamento da validade; (vi) inadimplemento de obrigações não pecuniárias não sanado em 30 dias; (vii) uso inadequado dos recursos; (viii) mudança de controle sem aprovação; (ix) alteração do objeto social; (x) vencimento antecipado de dívidas ≥ R$25.000.000,00; (xi) protestos ≥ R$25.000.000,00; (xii) distribuição de dividendos exceto obrigatórios; (xiii) condenação por crimes ambientais/trabalho escravo; (xiv) violação de Leis Anticorrupção; (xv) rescisão do Contrato de Concessão; (xvi) contratação de Endividamento Financeiro exceto Permitidos; (xvii) criação de ônus sobre ativos do Projeto; (xviii) cessão de obrigações; (xix) abandono do Projeto",Não encontrado,Não encontrado,Eventos de Vencimento Antecipado descritos na Cláusula 6,,,
zeroshoot,PCHS_20_Escritura-Escritura_20250904_000.pdf,COVENANTS_FINANCEIROS,4,2,2,0.5773502691896257,0.5,Não encontrado,True,True,True,True,False,3,"Índice de Subordinação: razão mínima de 15% entre o resultado da subtração do saldo devedor dos Direitos Creditórios acrescido do valor disponível na Conta Centralizadora Principal menos o montante total das Debntures da Primeira à Sexta Série, dividido pelo saldo devedor dos Direitos Creditórios acrescido do valor disponível na Conta Centralizadora Principal. Critérios de Elegibilidade dos Direitos Creditórios conforme Cláusula 3.6.1. Condições de Transferência conforme Cláusula 3.6.2",Não encontrado,"Índice de Subordinação mínimo de 15%; constituição e manutenção de Fundo de Despesas, Fundo de Reserva e Fundo Garantia",Não encontrado,,,
zeroshoot,RNVA_1_Escritura-Escritura_20210401_000.pdf,COVENANTS_FINANCEIROS,4,2,2,0.5773502691896257,0.5,Não encontrado,True,True,True,True,False,3,"Não encontrado - O documento não estabelece covenants financeiros específicos (índices ou razões financeiras). Contém apenas obrigações não pecuniárias, obrigações adicionais da Emissora e eventos de vencimento antecipado, mas sem indicadores financeiros numéricos a serem cumpridos",Não encontrado,Não encontrado,"Cláusula Sexta: Eventos de Vencimento Antecipado, incluindo inadimplência, alteração de controle, etc.",,,
zeroshoot,TPER_1_Escritura-Escritura_20231221_001.pdf,PUBLICO_ALVO,4,2,2,0.5773502691896257,0.5,Não encontrado,True,True,True,True,False,3,Não encontrado,junto aos investidores,público,Não encontrado,,,
zeroshoot,TVXV_1_Escritura-Escritura_20210111_000.pdf,COVENANTS_FINANCEIROS,4,2,2,0.5773502691896257,0.5,Não encontrado,True,True,True,True,False,3,"Múltiplos covenants incluindo: (i) não pagamento de obrigações pecuniárias; (ii) descumprimento de obrigações não pecuniárias; (iii) rescisão do Contrato de Cobrança; (iv) oneração dos bens da Garantia; (v) protestos acima de R$1.000.000,00; (vi) falta de pagamento de dívidas superiores a R$1.000.000,00; (vii) alteração do objeto social; (viii) operações de reorganização societária sem anuência; (ix) mudança de controle; (x) utilização indevida dos recursos; (xi) pagamento de dividendos exceto obrigatórios; (xii) constituição de gravames; (xiii) vencimento antecipado de outras dívidas acima de R$1.000.000,00; (xiv) redução de capital sem anuência; (xv) eventos de recuperação judicial, extrajudicial ou falência; (xvi) liquidação, dissolução ou insolvência",Não encontrado,"Eventos de Vencimento Antecipado listados na Cláusula 5.5, incluindo inadimplência, não cumprimento de obrigações, rescisão de contratos, gravames, etc.",Não encontrado,,,
zeroshoot,TVXV_1_Escritura-Escritura_20210111_000.pdf,DATA_DE_EMISSAO,4,2,2,0.5773502691896257,0.5,15 de janeiro de 2021,False,True,True,True,False,3,15 de janeiro de 2021,15 de janeiro de 2021,Não encontrado,Não encontrado,,,
zeroshoot,VVEO_6_Escritura-Escritura_20221019_000.pdf,COVENANTS_FINANCEIROS,4,2,2,0.5773502691896257,0.5,Não encontrado,True,True,True,True,False,3,Não encontrado,"No observncia do ndice Dvida Lquida Financeira/EBITDA menor ou igual a 3,5 vezes.","Dívida Líquida Financeira / EBITDA ≤ 3,5x",Não encontrado,,,
zeroshoot,VVEO_7_Escritura-Escritura_20250430_000.pdf,PRAZO_DE_VENCIMENTO,4,2,2,0.5773502691896257,0.5,Não encontrado,True,True,True,True,False,3,"Não há data expressa de vencimento final na escritura. Há previsão de amortização de 50% em 08/05/2028 e 100% do saldo na Data de Vencimento das Debêntures, sem especificação da data exata",Não encontrado,Data de Vencimento das Debêntures (cronograma: 50% em 08.05.2028 e 100% do saldo na Data de Vencimento),Não encontrado,,,
zeroshoot,XPEN_1_Escritura-Escritura_20211206_000.pdf,COVENANTS_FINANCEIROS,4,2,2,0.5773502691896257,0.5,Não encontrado,True,True,True,True,False,3,"Não foram identificados covenants financeiros específicos (índices financeiros). O documento estabelece eventos de vencimento antecipado relacionados a inadimplemento de obrigações financeiras igual ou superior a R$20.000.000,00 e descumprimento de decisões judiciais/administrativas de valor igual ou superior a R$20.000.000,00, mas não há obrigação de manutenção de índices financeiros típicos",Não encontrado,Não encontrado,Eventos de Vencimento Antecipado (Cláusula 7),,,
zeroshoot,ADPA_1_Escritura-Escritura_20250613_000.pdf,DESTINACAO_DOS_RECURSOS,4,2,2,0.5769217533687265,0.49962861835956573,"Os recursos obtidos por meio da Emissão serão destinados ao pagamento da 1ª e da 2ª parcela da outorga fixa referente ao processo licitatório prevista no Edital da Concorrência Pública Internacional nº 002/2024 e parte dos investimentos iniciais da Emissora no Projeto, nos termos do Contrato de Concessão.",False,True,True,True,False,3,"Os recursos obtidos por meio da Emissão serão destinados ao pagamento da 1ª e da 2ª parcela da outorga fixa referente ao processo licitatório prevista no Edital da Concorrência Pública Internacional nº 002/2024 e parte dos investimentos iniciais da Emissora no Projeto, nos termos do Contrato de Concessão","Os recursos obtidos por meio da Emissão serão destinados ao pagamento da 1ª e da 2ª parcela da outorga fixa referente ao processo licitatório prevista no Edital da Concorrência Pública Internacional nº 002/2024 e parte dos investimentos iniciais da Emissora no Projeto, nos termos do Contrato de Concessão.",Não encontrado,Não encontrado,,,
topics,CBSS_3_Escritura-Escritura_20231003_000.pdf,DATA_DE_EMISSAO,4,2,2,0.5697385966848639,0.4933175891637802,03 de outubro de 2023,False,True,True,True,False,3,03 de outubro de 2023,15 de outubro de 2023,Não encontrado,Não encontrado,,,
zeroshoot,TVXV_1_Escritura-Escritura_20210111_000.pdf,CNPJ_DO_EMISSOR,4,2,2,0.566380486728825,0.49030835926532745,38.419.8030001-58,False,True,True,True,False,3,38.419.803/0001-58,38.419.8030001-58,Não encontrado,Não encontrado,,,
