documento,topico,resposta,modelo,prompt,dataset_legivel,dataset_raw,is_not_found
MRFG_11_Escritura-Escritura_20221110_000.pdf,REGIME_DE_COLOCACAO,Distribuição pública com esforços restritos,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MRFG_11_Escritura-Escritura_20221110_000.pdf,NUMERO_DA_EMISSAO,11ª emissão,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MRFG_11_Escritura-Escritura_20221110_000.pdf,PUBLICO_ALVO,Investidores Profissionais,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MRFG_11_Escritura-Escritura_20221110_000.pdf,TAXA_DE_JUROS_REMUNERATORIOS,"100% da Taxa DI + spread de 1,55% a.a. (1ª Série); 100% da Taxa DI + spread de 1,70% a.a. (2ª Série)",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MRFG_11_Escritura-Escritura_20221110_000.pdf,AMORTIZACAO,2 parcelas anuais: 50% em 2026 e 100% em 2027 (1ª Série); 50% em 2028 e 100% em 2029 (2ª Série),Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MRFG_11_Escritura-Escritura_20221110_000.pdf,DESTINACAO_DOS_RECURSOS,capital de giro da gestão ordinária dos negócios da Emissora,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MRFG_11_Escritura-Escritura_20221110_000.pdf,COVENANTS_FINANCEIROS,"Índice Dívida Líquida Consolidada/EBITDA Consolidado Ajustado < 4,75x",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MRFG_17_Escritura-Escritura_20240816_000.pdf,EMISSOR,MARFRIG GLOBAL FOODS S.A.,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MRFG_17_Escritura-Escritura_20240816_000.pdf,CNPJ_DO_EMISSOR,03.853.896/0001-40,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MRFG_17_Escritura-Escritura_20240816_000.pdf,DATA_DE_EMISSAO,20 de agosto de 2024,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MRFG_17_Escritura-Escritura_20240816_000.pdf,PRAZO_DE_VENCIMENTO,"1.862 dias corridos contados da Data de Emissão, vencendo em 25 de setembro de 2029",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MRFG_17_Escritura-Escritura_20240816_000.pdf,VALOR_TOTAL_DA_EMISSAO,"R$ 500.000.000,00 (quinhentos milhões de reais)",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MRFG_17_Escritura-Escritura_20240816_000.pdf,REGIME_DE_COLOCACAO,"distribuição pública, sob o rito de registro automático de distribuição, em regime de melhores esforços de colocação",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MRFG_17_Escritura-Escritura_20240816_000.pdf,NUMERO_DA_EMISSAO,17ª (décima sétima) emissão de debêntures,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MRFG_17_Escritura-Escritura_20240816_000.pdf,PUBLICO_ALVO,exclusivamente a Investidores Profissionais,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MRFG_17_Escritura-Escritura_20240816_000.pdf,TAXA_DE_JUROS_REMUNERATORIOS,"variação acumulada de 100% da Taxa DI + spread de 0,80% a.a. (base 252 dias úteis)",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MRFG_17_Escritura-Escritura_20240816_000.pdf,AMORTIZACAO,Parcela 1: 25 de setembro de 2028 - 50%; Parcela 2: Data de Vencimento - 100%,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MRFG_17_Escritura-Escritura_20240816_000.pdf,DESTINACAO_DOS_RECURSOS,"gestão do capital de giro, dos passivos da Emissora e para propósitos corporativos gerais",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
MRFG_17_Escritura-Escritura_20240816_000.pdf,COVENANTS_FINANCEIROS,"Índice Dívida Líquida Consolidada/EBITDA Consolidado Ajustado ≤ 4,75x; Eventos de Vencimento Antecipado (Cláusula 5)",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
NRSA_2_Escritura-Escritura_20190530_000.pdf,EMISSOR,NORSA REFRIGERANTES S.A.,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
NRSA_2_Escritura-Escritura_20190530_000.pdf,CNPJ_DO_EMISSOR,07.196.033/0001-06,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
NRSA_2_Escritura-Escritura_20190530_000.pdf,DATA_DE_EMISSAO,28 de junho de 2019,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
NRSA_2_Escritura-Escritura_20190530_000.pdf,PRAZO_DE_VENCIMENTO,3 anos para 1ª Série (28/06/2022); 5 anos para 2ª Série (28/06/2024),Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
NRSA_2_Escritura-Escritura_20190530_000.pdf,VALOR_TOTAL_DA_EMISSAO,"R$ 250.000.000,00",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
NRSA_2_Escritura-Escritura_20190530_000.pdf,REGIME_DE_COLOCACAO,distribuição pública com esforços restritos,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
NRSA_2_Escritura-Escritura_20190530_000.pdf,NUMERO_DA_EMISSAO,2ª emissão,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
NRSA_2_Escritura-Escritura_20190530_000.pdf,PUBLICO_ALVO,Investidores Profissionais,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
NRSA_2_Escritura-Escritura_20190530_000.pdf,TAXA_DE_JUROS_REMUNERATORIOS,"1ª Série: 105,15% da Taxa DI; 2ª Série: 108% da Taxa DI",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
NRSA_2_Escritura-Escritura_20190530_000.pdf,AMORTIZACAO,"Semestral, 20% a cada 6 meses para 1ª Série; 25% a cada 6 meses para 2ª Série",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
NRSA_2_Escritura-Escritura_20190530_000.pdf,DESTINACAO_DOS_RECURSOS,investimentos,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
NRSA_2_Escritura-Escritura_20190530_000.pdf,COVENANTS_FINANCEIROS,"Dívida Líquida / EBITDA ≤ 3,5",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
NTON_3_Escritura-Escritura_20240112_000.pdf,EMISSOR,NATURAL ONE S.A.,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
NTON_3_Escritura-Escritura_20240112_000.pdf,CNPJ_DO_EMISSOR,08.192.116/0001-81,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
NTON_3_Escritura-Escritura_20240112_000.pdf,DATA_DE_EMISSAO,22 de janeiro de 2024,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
NTON_3_Escritura-Escritura_20240112_000.pdf,PRAZO_DE_VENCIMENTO,"4 quatro anos contados da Data de Emissão, ou seja, 1.461 mil quatrocentos e sessenta e um dias contados da Data de Emissão, vencendo-se, portanto, em 22 de janeiro de 2028",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
NTON_3_Escritura-Escritura_20240112_000.pdf,VALOR_TOTAL_DA_EMISSAO,"R$ 60.000.000,00 (sessenta milhões de reais)",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
NTON_3_Escritura-Escritura_20240112_000.pdf,REGIME_DE_COLOCACAO,"distribuição pública sujeita ao rito de registro automático previsto na Resolução CVM 160, com a intermediação de instituição financeira integrantes do sistema de distribuição de valores mobiliários responsável pela distribuição das Debêntures Coordenador Líder, em regime de garantia firme de colocação para o montante total da Emissão",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
NTON_3_Escritura-Escritura_20240112_000.pdf,NUMERO_DA_EMISSAO,3ª terceira emissão pública de debêntures da Emissora,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
NTON_3_Escritura-Escritura_20240112_000.pdf,PUBLICO_ALVO,exclusivamente a investidores considerados profissionais,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
NTON_3_Escritura-Escritura_20240112_000.pdf,TAXA_DE_JUROS_REMUNERATORIOS,"juros remuneratórios correspondentes a 100,00% cem por cento da variação acumulada das taxas médias diárias dos DI Depósitos Interfinanceiros de um dia, over extra grupo, na forma percentual ao ano, base 252 dias úteis, calculadas e divulgadas diariamente pela B3, acrescida exponencialmente de uma sobretaxa Spread de 2,55% a.a.",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
NTON_3_Escritura-Escritura_20240112_000.pdf,AMORTIZACAO,"o saldo do Valor Nominal Unitário, será amortizado semestralmente, no dia 22 dos meses de julho e janeiro de cada ano, sendo o primeiro pagamento em 22 de julho de 2025 e o último na Data de Vencimento: 22/07/2025 - 16,6667%; 22/01/2026 - 20,0000%; 22/07/2026 - 25,0000%; 22/01/2027 - 33,3333%; 22/07/2027 - 50,0000%; Data de Vencimento - 100,0000%",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
NTON_3_Escritura-Escritura_20240112_000.pdf,DESTINACAO_DOS_RECURSOS,"Os recursos líquidos captados com a Emissão serão destinados, única e exclusivamente, pela Emissora, para: a) amortização de dívida contraída junto ao Banco Bradesco S.A., no valor aproximado de R$15.000.000,00; b) o saldo remanescente, para investimento na atual planta fabril da Emissora, destinando um espaço específico a uma nova linha de produção, com a finalidade de aumentar em até 90% sua capacidade produtiva",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
NTON_3_Escritura-Escritura_20240112_000.pdf,COVENANTS_FINANCEIROS,"índice Financeiro (Dívida Líquida / EBITDA): ≤ 5,00 (exercício 2024); ≤ 3,50 (2025); ≤ 3,00 (anos subsequentes); demais covenants listados nos Eventos de Vencimento Antecipado (Cláusulas 7.1 e 7.2)",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
OCRM_1_Escritura-Escritura_20211008_000.pdf,EMISSOR,OCRIM S.A. PRODUTOS ALIMENTÍCIOS,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
OCRM_1_Escritura-Escritura_20211008_000.pdf,CNPJ_DO_EMISSOR,61.065.199/0001-20,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
OCRM_1_Escritura-Escritura_20211008_000.pdf,DATA_DE_EMISSAO,18 de outubro de 2021,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
OCRM_1_Escritura-Escritura_20211008_000.pdf,PRAZO_DE_VENCIMENTO,"1.826 dias corridos, contados da Data de Emissão, vencendo-se em 18 de outubro de 2026",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
OCRM_1_Escritura-Escritura_20211008_000.pdf,VALOR_TOTAL_DA_EMISSAO,"R$ 25.000.000,00 (vinte e cinco milhões de reais)",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
OCRM_1_Escritura-Escritura_20211008_000.pdf,REGIME_DE_COLOCACAO,"distribuição pública, com esforços restritos de distribuição, sob o regime de melhores esforços",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
OCRM_1_Escritura-Escritura_20211008_000.pdf,NUMERO_DA_EMISSAO,1ª emissão,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
OCRM_1_Escritura-Escritura_20211008_000.pdf,PUBLICO_ALVO,Investidores Profissionais,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
OCRM_1_Escritura-Escritura_20211008_000.pdf,TAXA_DE_JUROS_REMUNERATORIOS,"100% da variação acumulada das taxas DI-over extra-grupo + spread de 6,1% a.a. (base 252 dias úteis)",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
OCRM_1_Escritura-Escritura_20211008_000.pdf,AMORTIZACAO,"amortização trimestral a partir do 12º mês, conforme cronograma no Anexo I (ex: 6% em jan/23, etc.)",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
OCRM_1_Escritura-Escritura_20211008_000.pdf,DESTINACAO_DOS_RECURSOS,atividades desenvolvidas pela Emissora no curso ordinário de seus negócios,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
OCRM_1_Escritura-Escritura_20211008_000.pdf,COVENANTS_FINANCEIROS,"Índices: Dívida Líquida/EBITDA ≤ 3,5x; Ativo Circulante/Passivo Circulante ≥ 1,0x; (EBITDA - dividendos - JCP)/Desp. Fin. Líq. ≥ 1,1x",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_3_Escritura-Escritura_20210622_000.pdf,EMISSOR,SÃO MARTINHO S.A.,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_3_Escritura-Escritura_20210622_000.pdf,CNPJ_DO_EMISSOR,51.466.860/0001-56,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_3_Escritura-Escritura_20210622_000.pdf,DATA_DE_EMISSAO,15 de junho de 2021,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_3_Escritura-Escritura_20210622_000.pdf,PRAZO_DE_VENCIMENTO,"10 anos, em 15 de junho de 2031",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_3_Escritura-Escritura_20210622_000.pdf,VALOR_TOTAL_DA_EMISSAO,"R$ 500.000.000,00 (quinhentos milhões de reais)",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_3_Escritura-Escritura_20210622_000.pdf,REGIME_DE_COLOCACAO,"oferta pública de distribuição com esforços restritos de distribuição, sob o regime de garantia firma de colocação",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_3_Escritura-Escritura_20210622_000.pdf,NUMERO_DA_EMISSAO,3ª emissão,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_3_Escritura-Escritura_20210622_000.pdf,PUBLICO_ALVO,investidores profissionais,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_3_Escritura-Escritura_20210622_000.pdf,TAXA_DE_JUROS_REMUNERATORIOS,"4,69% ao ano (base 252 dias úteis)",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_3_Escritura-Escritura_20210622_000.pdf,AMORTIZACAO,"anual a partir de 15 de junho de 2027: 20% (2027), 25% (2028), 33,3333% (2029), 50% (2030), 100% (vencimento)",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_3_Escritura-Escritura_20210622_000.pdf,DESTINACAO_DOS_RECURSOS,"integralmente destinados ao desenvolvimento, construção e operação dos Projetos de Investimento (Projeto Usina e Projeto Capex)",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_3_Escritura-Escritura_20210622_000.pdf,COVENANTS_FINANCEIROS,"Índice Financeiro: Dívida Financeira Líquida Ajustada / EBITDA ≤ 4,0x",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_4_Escritura-Escritura_20220117_000.pdf,EMISSOR,SÃO MARTINHO S.A.,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_4_Escritura-Escritura_20220117_000.pdf,CNPJ_DO_EMISSOR,51.466.860/0001-56,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_4_Escritura-Escritura_20220117_000.pdf,DATA_DE_EMISSAO,15 de janeiro de 2022,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_4_Escritura-Escritura_20220117_000.pdf,PRAZO_DE_VENCIMENTO,10 anos para Primeira Série; 15 anos para Segunda Série,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_4_Escritura-Escritura_20220117_000.pdf,VALOR_TOTAL_DA_EMISSAO,"R$ 1.200.000.000,00",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_4_Escritura-Escritura_20220117_000.pdf,REGIME_DE_COLOCACAO,distribuição pública com garantia firme de colocação,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_4_Escritura-Escritura_20220117_000.pdf,NUMERO_DA_EMISSAO,4ª emissão,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_4_Escritura-Escritura_20220117_000.pdf,PUBLICO_ALVO,Investidores Institucionais e investidores profissionais ou qualificados,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_4_Escritura-Escritura_20220117_000.pdf,TAXA_DE_JUROS_REMUNERATORIOS,"5,9741% a.a. (Primeira Série); 6,1076% a.a. (Segunda Série)",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_4_Escritura-Escritura_20220117_000.pdf,AMORTIZACAO,Não encontrado,Sonar,basic,zeroshoot,prompt_geral_0_shoot,True
SMTO_4_Escritura-Escritura_20220117_000.pdf,DESTINACAO_DOS_RECURSOS,"desenvolvimento, construção e operação dos Projetos de Investimento (Capex Boa Vista e Capex Usinas)",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_4_Escritura-Escritura_20220117_000.pdf,COVENANTS_FINANCEIROS,"Dívida Financeira Líquida Ajustada / EBITDA ≤ 4,0x",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_5_Escritura-Escritura_20221221_000.pdf,EMISSOR,SÃO MARTINHO S.A.,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_5_Escritura-Escritura_20221221_000.pdf,CNPJ_DO_EMISSOR,51.466.860/0001-56,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_5_Escritura-Escritura_20221221_000.pdf,DATA_DE_EMISSAO,15 de dezembro de 2022,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_5_Escritura-Escritura_20221221_000.pdf,PRAZO_DE_VENCIMENTO,"8 oito anos, contados da Data de Emissão, vencendo-se, portanto, em 15 de dezembro de 2030",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_5_Escritura-Escritura_20221221_000.pdf,VALOR_TOTAL_DA_EMISSAO,"R$ 500.000.000,00 (quinhentos milhões de reais)",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_5_Escritura-Escritura_20221221_000.pdf,REGIME_DE_COLOCACAO,"oferta pública de distribuição com esforços restritos de distribuição, sob o regime de garantia firma de colocação",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_5_Escritura-Escritura_20221221_000.pdf,NUMERO_DA_EMISSAO,5ª (quinta) emissão,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_5_Escritura-Escritura_20221221_000.pdf,PUBLICO_ALVO,Investidores Profissionais,Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_5_Escritura-Escritura_20221221_000.pdf,TAXA_DE_JUROS_REMUNERATORIOS,"juros remuneratórios correspondentes a 7,4737% ao ano (base 252 dias úteis)",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_5_Escritura-Escritura_20221221_000.pdf,AMORTIZACAO,"anualmente, a partir de 15 de dezembro de 2028: 33,3333% em 2028, 50,0000% em 2029, 100,0000% em 2030",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_5_Escritura-Escritura_20221221_000.pdf,DESTINACAO_DOS_RECURSOS,"desenvolvimento, construção e operação do Projeto de investimento na atividade plantio de cana-de-açúcar para a produção de etanol (CAPEX de Manutenção e Melhoria Operacional para produção de biocombustível na Usina Boa Vista)",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
SMTO_5_Escritura-Escritura_20221221_000.pdf,COVENANTS_FINANCEIROS,"Índice Financeiro: Dívida Financeira Líquida Ajustada / EBITDA ≤ 4,0x (apuração anual)",Sonar,basic,zeroshoot,prompt_geral_0_shoot,False
LINS_2_Escritura-Escritura_20240603_000.pdf,EMISSOR,LINS AGROINDUSTRIAL S.A.,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
LINS_2_Escritura-Escritura_20240603_000.pdf,CNPJ_DO_EMISSOR,35.637.7960001-72,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
LINS_2_Escritura-Escritura_20240603_000.pdf,DATA_DE_EMISSAO,15 de junho de 2024,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
LINS_2_Escritura-Escritura_20240603_000.pdf,PRAZO_DE_VENCIMENTO,"prazo de vencimento de 2.922 (dois mil, novecentos e vinte e dois) dias corridos contados da Data de Emissão, vencendo, portanto, em 15 de junho de 2032 (Data de Vencimento).",GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
LINS_2_Escritura-Escritura_20240603_000.pdf,VALOR_TOTAL_DA_EMISSAO,"R$ 100.000.000,00 (cem milhões de reais) (Valor Total da Emissão).",GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
LINS_2_Escritura-Escritura_20240603_000.pdf,REGIME_DE_COLOCACAO,sob o regime de garantia firme de colocação para a totalidade das Debêntures.,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
LINS_2_Escritura-Escritura_20240603_000.pdf,NUMERO_DA_EMISSAO,a presente Emissão representa a 2 (segunda) emissão de debêntures da Emissora.,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
LINS_2_Escritura-Escritura_20240603_000.pdf,PUBLICO_ALVO,distribuição pública destinada exclusivamente a Investidores Profissionais (Público-Alvo).,GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
LINS_2_Escritura-Escritura_20240603_000.pdf,TAXA_DE_JUROS_REMUNERATORIOS,"juros remuneratórios equivalentes a 6,7154% (seis inteiros e sete mil cento e cinquenta e quatro milésimos por cento) ao ano, base 252 (duzentos e cinquenta e dois) Dias Úteis, a partir da Data de Emissão ou da Data de Pagamento da Remuneração imediatamente anterior, conforme o caso, calculados em regime de capitalização composta pro rata temporis por Dias Úteis decorridos (Remuneração).",GPT-5.1 Com raciocínio,basic,zeroshoot,prompt_geral_0_shoot,False
